SMILES,n_np
CCC[C@@H]1CN([C@@H](C1)C(=O)N[C@@H]([C@@H]1O[C@@H](SC)[C@H]([C@H]([C@@H]1O)O)O)[C@@H](Cl)C)C,0
CCC[C@@H]1CN([C@@H](C1)C(=O)N[C@@H]([C@@H]1O[C@@H](SC)[C@H]([C@H]([C@@H]1O)O)OP(=O)(O)O)[C@@H](Cl)C)C,0
CO[C@@H](c1ccc(c(c1)Cl)Cl)C(=O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
OCNC(=O)C1=C(O)C2([C@H]([C@@H](C1=O)N(C)C)C[C@H]1C(=C(O)c3c(C1(C)O)c(Cl)ccc3O)C2=O)O,0
OC(=O)[C@@H]1N2C(=O)C([C@@H]2SC1(C)C)NC(=O)C1(N)CCCCC1,0
CN([C@@H]1C(=O)C(=C(C2([C@H]1C[C@@H]1[C@H](O)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C,0
CCOC(C(=O)OCC(=O)C1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC)OCC,0
NC[C@@H]1CC[C@@H]([C@@H](O1)O[C@H]1[C@@H](N)C[C@@H]([C@@H]([C@H]1O)O[C@H]1O[C@@H](CO)[C@H]([C@@H]([C@@H]1O)N)O)N)N,0
OC[C@@H]1O[C@@H](O[C@@H]2[C@@H](O[C@@H]3[C@@H](O)[C@@H](O)[C@H]([C@@H]([C@@H]3NC(=N)N)O)NC(=N)N)O[C@H](C2(O)CO)C)[C@H]([C@@H]([C@@H]1O)O)NC,0
CNC[C@H](c1ccc(c(c1)OC(=O)C(C)(C)C)OC(=O)C(C)(C)C)O,0
CC(=O)OC12CO[C@H]1C[C@@H](C1([C@H]2[C@H](OC(=O)c2ccccc2)C2(O)C[C@H](OC(=O)[C@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@@H](C1=O)O)C)C)O,0
N[C@@H](C1=CCC=CC1)C(=O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
CCNC[C@H](c1cccc(c1)O)O,0
CCOC(=O)C1=C(C)NC(=C([C@@H]1c1cccc(c1Cl)Cl)C(=O)OC)C,0
O=C([C@H](c1ccccc1)Oc1ccccc1)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
Clc1ccc(cc1)OC(C(=O)N[C@H](C(=O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C)c1ccccc1)(C)C,0
OCCn1nnnc1SCC1=C(C(=O)O)N2[C@@H](OC1)C(C2=O)(OC)NC(=O)CSC(F)(F)F,0
C[C@@H](C1C(=O)N2[C@H]1SC(=C2C(=O)O)[C@@H]1CCCO1)O,0
O=C([C@H](c1ccc(cc1)O)/N=C/c1ccco1)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
CC(=O)OC1CC2([C@@H](/C/1=C(/C(=O)O)\CCC=C(C)C)C[C@@H]([C@@H]1C2(C)CC[C@@H]2C1(C)CC[C@@H]([C@H]2C)O)O)C,0
CN[C@H]([C@@H]1CC[C@@H]([C@@H](O1)O[C@H]1[C@@H](N)C[C@@H]([C@@H]([C@H]1O)O[C@@H]1OCC([C@H]([C@@H]1O)NC)(C)O)N)N)C,0
CO/N=C(/c1csc(n1)N)\C(=O)NC1C(C)N(C1=O)OCC(=O)OCC(=O)OC(C)(C)C,0
C[C@@H]1NCCN(C1)c1cc2c(c(c1F)C)c(=O)c(cn2C1CC1)C(=O)O,0
NC(=N)/N=C(/N1CCN(CC1)CNC(=O)C1=C(O)C2([C@H]([C@@H](C1=O)N(C)C)C[C@H]1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O)\N,0
OC(=O)[C@@H]1N2C(=O)C([C@@H]2SC1(C)C)N1C(=O)C(NC1(C)C)c1ccccc1,0
ON[C@H](Cc1ccccc1)C,0
CN[C@H]([C@H](c1ccc(cc1)O)O)C,0
O[C@H]1[C@@H](N)C[C@H](O[C@H]1C)O[C@H]1CC(O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2)C(=O)C,0
C[C@@H](C1[C@@H]2CC(=C(N2C1=O)C(=O)O)SCC/N=C/N)O,0
NC[C@@H](C(=O)N[C@H]1C[C@H](N)[C@@H]([C@@H]([C@H]1O[C@@H]1OCC([C@H]([C@@H]1O)NC)(C)O)O)O[C@@H]1O[C@@H](CN)[C@H]([C@@H]([C@@H]1O)O)O)O,0
O=C(C(Oc1ccccc1)(C)C)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
O=C([C@H](c1ccccc1)N)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)OCc1oc(=O)oc1C)(C)C,0
CNCC[C@@H]([C@H]1NC[C@H](C1)SC1=C(C(=O)O)N2[C@H]([C@@H]1C)C(C2=O)[C@@H](O)C)O,0
CCC[C@@H]1CN([C@@H](C1)C(=O)N[C@H]([C@@H]1O[C@@H](SC)[C@H]([C@H](C1O)O)O)[C@@H](O)C)C,0
OC(=O)[C@@H]1N2C(=O)C([C@@H]2SC1(C)C)/N=C/N1CCCCCC1,0
CN(C[C@@H](OC(c1ccc(cc1)Cl)(c1ccccc1)C)C)C,0
OCC(=O)C1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2,0
C=N[C@@H](c1ccccc1)C(=O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
CN([C@@H]1C(=O)C(=C(C2([C@@H]1[C@@H](O)[C@H]1C(=C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C,0
CN[C@H](C(=O)c1ccc(cc1)OC)C,0
COc1cccc(c1C(=O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C)OC,0
O=C([C@H](c1ccccc1)NC(=O)N1CCN(C1=O)S(=O)(=O)C)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
O=CC[C@@H]1C[C@H](C)[C@H](O)/C=C\C=C\C[C@@H](OC(=O)C[C@@H]([C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)N(C)C)O[C@@H]1O[C@@H](C)[C@@H](C(C1)(C)O)OC(=O)CC)OC)OC(=O)CC)C,0
CC[C@@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@H](C)OC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](N(C(=O)[C@H]3N(C1=O)CCC3)C)Cc1ccc(cc1)N(C)C)CCC(=O)C2)c1ccccc1,0
CCCCC[C@@H]1CN[C@@H](C1)C(=O)N[C@@H]([C@@H]1O[C@@H](SC)[C@H]([C@H]([C@@H]1O)O)O)[C@@H](Cl)C,0
COC12[C@H]3N[C@H]3CN2C2=C(C1COC(=O)N)C(=O)C(=C(C2=O)C)N,0
CCN[C@H]1C[C@H](N)[C@@H]([C@@H]([C@H]1O[C@@H]1OCC([C@H]([C@@H]1O)NC)(C)O)O)O[C@H]1OC(=CC[C@@H]1N)CN,0
COC(=O)C1=C(C)NC(=C([C@@H]1c1cccc(c1)N(=O)=O)C(=O)OCCN(Cc1ccccc1)C)C,0
COC(=O)C1=C(C)NC(=C(C1c1ccccc1N(=O)=O)C(=O)OC)C,0
CCOC(=O)C1=C(C)NC(=C([C@@H]1c1cccc(c1)N(=O)=O)C(=O)OC)C,0
CN([C@@H]1C(=O)C(=C(C2([C@H]1C[C@H]1Cc3c(C(=C1C2=O)O)c(O)ccc3N(=O)=O)O)O)C(=O)N)C,0
CO[C@H]1[C@@H](OC(=O)N)[C@H](O)[C@H](OC1(C)C)Oc1ccc2c(c1C)oc(c(c2=O)NC(=O)c1ccc(c(c1)CC=C(C)C)O)O,0
CO[C@H]1C[C@@H](O[C@@H]2[C@H](C)C(=O)O[C@@H](C)[C@@H](C)[C@H](O)[C@@H](C(=O)C3(C[C@@H]([C@@H]([C@@H]2C)O[C@@H]2O[C@@H](C)C[C@@H]([C@@H]2O)N(C)C)C)CO3)C)O[C@H]([C@@H]1O)C,0
OC(=O)[C@@H]1N2C(=O)C([C@@H]2SC1(C)C)N1C(=O)[C@@H](NC1(C)C)c1ccc(cc1)O,0
CO/N=C(/c1csc(n1)N)\C(=O)NC1C(C)N(C1=O)OCC(=O)O,0
OC(=O)[C@H]1CCCN(C1)CNC(=O)C1=C(O)C2([C@H]([C@@H](C1=O)N(C)C)C[C@H]1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O,0
CC(=O)OCOC(=O)[C@@H]1N2C(=O)C([C@@H]2SC1(C)C)NC(=O)Cc1ccccc1,0
CN([C@@H]1C(=O)C(=C(C2([C@H]1C[C@H]1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O)O)C(=O)NCN[C@H](C(=O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C)c1ccccc1)C,0
C[C@@H](C(=O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C)Oc1ccccc1,0
OCCN1CCN(CC1)CNC(=O)C1=C(O)C2([C@H]([C@@H](C1=O)N(C)C)C[C@H]1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O,0
NCC(=O)NC(=O)[C@@H](N(C(=N)c1ccncc1)C1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C)c1ccccc1,0
O=C(Nc1cnc([nH]c1=O)Nc1ccc(cc1)S(=O)(=O)N)N[C@@H](c1ccc(cc1)O)C(=O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
O=C([C@H](c1ccccc1)N)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)OCOC(=O)C(C)(C)C)(C)C,0
CNC[C@H](c1cccc(c1)OC(=O)C(C)(C)C)O,0
O=C1CCN2[C@@H](C1)C(=O)N[C@H](C(=O)O[C@@H](C)[C@H](NC(=O)c1ncccc1O)C(=O)N[C@H](C(=O)N1[C@H](C(=O)N([C@H](C2=O)Cc2ccc(cc2)N(C)C)C)CCC1)C)c1ccccc1,0
CCCNC[C@@H](COc1ccccc1C(=O)CCc1ccccc1)O,0
CC[C@@H](C(=O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C)Oc1ccccc1,0
OCC(N[C@H]1C[C@H](N)[C@@H]([C@@H]([C@H]1O[C@H]1O[C@@H](CO)[C@H]([C@@H]([C@@H]1O)N)O)O)O[C@@H]1O[C@@H](CN)[C@H]([C@H]([C@@H]1N)O)O)CO,0
OC(=O)[C@@H]1N2C(=O)C([C@@H]2SC1(C)C)NC(=O)c1nc2ccccc2nc1C(=O)O,0
CO[C@H]1/C=C/OC2(C)Oc3c(C2=O)c2c(O)c(/C=N/N=C(/N(CC)CC)\C)c(c(c2c(c3C)O)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@H]1C)OC(=O)C)C)O)C)O)C)/C,0
CO[C@H]1/C=C/OC2(C)Oc3c(C2=O)c2c(O)c(/C=N/N4CCN(CC4)C)c(c(c2c(c3C)O)O)NC(=O)/C(=C/C=C/[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@H]1C)OC(=O)C)C)O)C)O)C)/C,0
CO[C@H]1/C=C/OC2(C)Oc3c(C2=O)c2c(O)cc(c(c2c(c3C)O)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@H]1C)OC(=O)C)C)O)C)O)C)/C,0
CCC1(O)C[C@H](O[C@H]2O[C@@H](C)[C@H]([C@H](C2)N(C)C)O[C@@H]2O[C@@H](C)[C@H]3[C@H](C2)O[C@@H]2[C@@H](O3)O[C@H](C(=O)C2)C)c2c([C@@H]1O[C@@H]1O[C@@H](C)[C@H]([C@H](C1)N(C)C)O)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2O,0
O=C(N[C@H](C(=O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C)c1ccccc1)Cc1ccc(cc1)C1=NCCCN1,0
COCCOCO/N=C\1/[C@@H](C)CC(C)(O)[C@@H](O[C@@H]2O[C@@H](C)C[C@@H]([C@@H]2O)N(C)C)[C@@H](C)[C@H](O[C@H]2O[C@@H](C)[C@@H](C(C2)(C)OC)O)[C@@H](C(=O)O[C@H](C([C@H]([C@H]1C)O)(C)O)CC)C,0
CO[C@H]1CCC[C@H]2C1=C(C(=O)O)N1[C@@H]2C(C1=O)[C@@H](O)C,0
COCOC(=O)[C@@H]1N2C(=O)[C@@H]([C@@H]2SC1(C)C)N1C(=O)C(NC1(C)C)c1ccc(cc1)O,0
COCOC(=O)[C@@H]1N2C(=O)C([C@@H]2SC1(C)C)N1C(=O)C(NC1(C)C)c1ccccc1,0
O[C@@H]1/C=C/C(=C/[C@H](NC(=O)C(=O)C)C2(C)C(=O)O[C@@H](C[C@@H](/C=C/C(=C/C1)/C)OC(=O)C)[C@@H](C2=O)C)/C,0
NCC1=CC[C@@H]([C@H](O1)O[C@H]1[C@@H](N)C[C@@H]([C@@H]([C@H]1O)O[C@@H]1OCC([C@H]([C@@H]1O)NC)(C)O)N)N,0
O=CC[C@@H]1C[C@H](C)[C@@H](/C=C/C=C/C[C@@H](OC(=O)C[C@@H]([C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)N(C)C)O[C@H]1CC(C)(O)[C@H]([C@@H](O1)C)O)OC)O)C)O[C@@H]1CC[C@@H]([C@@H](O1)C)N(C)C,0
O=C([C@@H](S(=O)(=O)O)c1ccccc1)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
O=S1CC[C@@H](C1)SC1=C(C(=O)O)N2[C@@H](S1)C(C2=O)[C@@H](O)C,0
C=CC[C@H]1/C=C(\C)/C[C@H](C)C[C@H](OC)[C@@H]2OC(O)([C@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@H](C(=O)O[C@@H]([C@H]([C@H](CC1=O)O)C)/C(=C/[C@H]1CC[C@@H]([C@H](C1)OC)O)/C)CCCC2,0
O=C([C@H](c1ccccc1)N)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O[C@@H]1OC(=O)c2c1cccc2)(C)C,0
O[C@@H](c1ccc(c(c1)O)O)CNCCn1cnc2c1c(=O)n(C)c(=O)n2C,0
O=C(NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C)CSc1ccccc1,0
OC(=O)CO/N=C(/c1csc(n1)N)\C(=O)NC1C(=O)N(C1(C)C)OS(=O)(=O)O,0
Cc1ccc(cc1)C(=O)c1cc(O)c(c(c1)N(=O)=O)O,0
CCCC[C@@H]1O[C@H]2O[C@H]3[C@@H](O)[C@@H](NC)[C@@H]([C@@H]([C@@H]3OC2(C(=O)C1)O)NC)O,0
O=C1NC/C=C\C(=C/[C@@H](O)CC(=O)Cc2nc(C(=O)N3C(=CCC3)C(=O)O[C@H]([C@H](/C=C\1)C)C(C)C)co2)\C,0
C[N]/C(=C\c1ccc(cc1)O)/C(=C/c1ccc(cc1)O)/[N]C,0
FC(C(Cl)(F)F)(Cl)F,1
CC(=O)NCCCN1CCN(CC1)c1cc(Cl)ccc1Cl,1
CC(CCCC(C1CC[C@@H]2C1(C)CC[C@H]1[C@H]2C[C@@H]([C@@H]2C1(C)CC[C@@H]([C@H]2Br)OC(=O)C)Br)C)C,1
CCC(C(=O)NC(=O)NC(=O)C)(CC)Br,1
O=CN(/C(=C(/SC(=O)c1ccco1)\CCOC(=O)COC(=O)C)/C)Cc1cnc(nc1N)C,1
NC(=O)CC[C@@H](C(=O)O)NC(=O)C,1
CC(=O)NCC1(CCN(CC1)CCCC(=O)c1ccc(cc1)F)c1ccccc1,1
CC(=O)Nc1ccc(cc1)OC(=O)c1ccccc1O,1
O=CN(/C(=C(/SC(=O)C)\CCOC(=O)C)/C)Cc1cnc(nc1N)C,1
O=C(CNC(=O)[C@H](Cc1ccccc1)CSC(=O)C)OCc1ccccc1,1
CCCC([C@@H]1CC23C=CC1(OC)[C@@H]1C43CCN(C2Cc2c4c(O1)c(cc2)OC(=O)C)C)(O)C,1
CC[C@@H](C(c1ccccc1)(c1ccccc1)C[C@@H](N(C)C)C)OC(=O)C,1
CC(CC(=O)O[C@@H]1OC=C(C2=C[C@@H](C3([C@@H]12)CO3)OC(=O)CC(OC(=O)C)(C)C)COC(=O)C)C,1
O=C(COc1ccc(cc1)Cl)OCCNC12CC3C[C@H](C2)C[C@H](C1)C3,1
O=C(C12CC3C[C@H](C2)C[C@H](C1)C3)NCCN1CCN(CC1)c1ncccn1,1
C[C@@H](C(=O)OC(Cc1ccc(cc1)Cl)(C)C)N,1
CCCN([C@@H]1Cc2cc(O)cc3c2c(C1)ccc3)CCC,1
COC1(F)C(C1(F)Cl)(F)F,1
C=CCN1CCC23C45C1Cc1c2c(O[C@@H]3C(C=C4)([C@@H](C5)C(CCC)(O)C)OC)c(cc1)O,1
C=CCN1C(=O)O[C@H](C1=O)C,1
CCCN([C@@H]1COc2c(C1)c(OC)ccc2)CCCCN1C(=O)CC2(CC1=O)CCCC2,1
O=C1CCC2(C(=O)N1)CCC(=O)c1c2cccc1,1
O=Cc1cc(n(c1C)CCNC(=O)C)C,1
N#CC[C@@H](N(CC(=O)N(c1ccc(cc1C(=O)c1ccccc1F)Cl)C)C)C,1
C=CCN1CCC[C@H]1CNC(=O)c1cc(c(cc1OC)N)S(=O)(=O)NC,1
OC(=O)Cn1c(=O)c2cccc3c2c(c1=O)ccc3,1
CC(=O)OCC(=O)C12OC3(O[C@H]1C[C@@H]1C2(C)C[C@H](O)C2([C@H]1CCC1=CC(=O)C=CC21C)F)CCCC3,1
N#C[C@H](c1ccccc1)N[C@H](Cc1ccccc1)C,1
OC(=O)CCCCCCNC1c2ccccc2CCc2c1cccc2,1
CCN1CCC[C@H]1CNC(=O)c1cc(c(cc1OC)N)S(=O)(=O)CC,1
CN(=O)(CCC=C1c2ccccc2CCc2c1cccc2)C,1
CC(CCO[C@@H](c1ccccc1)CN1CCCC1)C,1
CCNC(=O)N1CCN(CC1)CCCC(c1ccc(cc1)F)c1ccc(cc1)F,1
Nc1cccc(c1)n1ccccc1=O,1
CCC(O)(C)C,1
CCOC(=O)C1(CCN(CC1)CCc1ccc(cc1)N)c1ccccc1,1
COc1ccc(cc1)C(=O)N1CCCC1=O,1
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,1
O=C1CCc2c(N1)cc(cc2)OCCCCN1CCN(CC1)c1cccc(c1Cl)Cl,1
OC[C@@H]([C@@H]1OC(=O)C(=C1O)O)O,1
CC(=O)Oc1ccccc1C(=O)O,1
CCN(c1ccc(c(c1)C)NC(=O)c1ccccc1N)CC,1
OCC(c1ccccc1)(C(=O)O[C@@H]1C[C@@H]2CC[C@@H](C1)N2C)C,1
OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2CC[C@@H](C1)N2(=O)C,1
Clc1ccc2c(c1)[nH]c(=O)n2C1CCN(CC1)C[C@H]1COc2c(O1)cccc2,1
Nc1ccc(cc1)S(=O)(=O)N1C[C@@H]2CC[C@H](C1)CC2,1
Fc1ccc(cc1)C(=O)CCCN1CCN2[C@H](C1)CCC2,1
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,1
O=C1NCCN1C1CCN(CC1)CC[C@H]1COc2c(O1)cccc2,1
N1CCN2[C@H](C1)c1ccccc1CC2,1
C1NCc2n(CC1)c1c(c2)cccc1,1
Fc1ccc(cc1)C1C[C@H]2[C@H]1CN(C2)CCn1c(=O)[nH]c2c(c1=O)cccc2,1
OCCN(CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C)CC,1
CCC1(CC)C(=O)NC(=O)NC1=O,1
CN1CCN(CC1)C1=Nc2ccccc2Cc2n1nc(n2)C,1
ClCCC(=O)NCc1ccccc1,1
CCC1(C)CC(=O)NC(=O)C1,1
O=CN(/C(=C(\SC(=O)c1ccccc1)/CCOP(=O)(O)O)/C)Cc1cnc(nc1N)C,1
CC(=O)Nc1ccc(cc1)OC(=O)c1ccccc1OC(=O)C,1
O=C1CNC(=c2c(=N1)sc1c2CCCC1)c1ccccc1,1
O=CN(/C(=C(\SC(=O)c1ccccc1)/CCOC(=O)c1ccccc1)/C)Cc1cnc(nc1N)C,1
Clc1cccc2c1C=Cc1c(/C/2=C/CCN(=O)(C)C)cccc1,1
OCc1ccccc1,1
CCOC(=O)C[C@H](C[C@@H](/C=C/C1=C(c2ccc(cc2)F)c2ccccc2OC21CCCC2)O)O,1
O=C1CC2(CCCC2)CC(=O)N1CCNC[C@H]1COc2c(O1)cccc2,1
OC(=O)CCCC[C@@H]1SC[C@@H]2[C@@H]1NC(=O)N2,1
O=C1C[C@H]2N1C[C@H](S2)C1(O)CN2[C@@H](S1)CC2=O,1
Fc1ccc(cc1)C(=O)CCCN1CCN2[C@H](C1)Cc1c(C2)[nH]c2c1cccc2,1
O=CN(/C(=C(/SS/C(=C(/N(Cc1cnc(nc1N)C)C=O)\C)/CCOC(=O)c1ccccc1)\CCOC(=O)c1ccccc1)/C)Cc1cnc(nc1N)C,1
CCN1CCN(CC1)c1nc2CCCCCCc2c(c1)c1ccc(cc1)F,1
O=C1Nc2ccc(cc2C(O1)(C)C)Br,1
Br[C@H](C(=O)NC(=O)N)C(C)C,1
BrC(Br)Br,1
O=C1NC(=O)[C@@H](C1)c1cccc(c1)Br,1
CC(=O)Nc1ccc(cc1)OC(C)(C)C,1
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(CC1)C)c1c(S2)cccc1,1
CCCC[C@@H](CNC(=O)C[C@@H](O)C)CC,1
C[C@@H]([C@H](c1ccccc1)O)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,1
Clc1ccc2c(c1)C(=N[C@H](C(=O)N2C)OC(=O)N(C)C)c1ccccc1,1
CCCCC/C(=N/OCCN)/c1ccc(c(c1)N)C,1
CCCCSc1ccc(cc1)[C@H](c1ccccc1)SCCN(C)C,1
CCCCC1(CCOC(=O)N)C(=O)NC(=O)NC1=O,1
Clc1ccc2c(c1)[C@H](c1ccccc1)N(CC(=O)N2C)C(=O)N,1
C#C[C@@H](c1ccccc1)OC(=O)N,1
OC(=O)C1CCN1C12CC3C[C@H](C2)C[C@H](C1)C3,1
NC(=O)CN1Cc2ccccc2OC1=O,1
CC(NC(=O)OC1CCN(CC1)CCCC(=O)c1ccc(cc1)F)C,1
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(=O)CC,1
OC(=O)c1ccc(cc1)S(=O)(=O)N,1
O=C1NCCN(C1)C(=O)CN1C[C@@H](CC1=O)c1ccc(cc1)Cl,1
Cc1cc(C)n[nH]c1=O,1
OC[C@@H]([C@H](c1ccc(cc1)C(=O)C)O)NC(=O)C(Cl)Cl,1
CCOC(=O)S/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/CCOC(=O)OCC,1
C[C@@H](CC(O)(C)C)O[C@@H](C(Cl)(Cl)Cl)O,1
CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(cc1)Cl,1
ClC(Cl)Cl,1
OC(=O)c1cc(=O)c2c(o1)cccc2,1
Brc1cc2c(s1)n1c(CN=C2c2ccccc2Cl)nnc1C1CCCCC1,1
ClCCOC1=CC2=C(C#N)C[C@@H]3C(C2(CC1)C)(F)C(O)CC1([C@H]3C[C@H]2C1(OC(O2)(C)C)C(=O)COC(=O)C)C,1
NNCC1CCCCC1,1
O[C@H](C1CCCCC1)C(C)C,1
COC[C@H]1OC(=O)N(C1)c1ccc(cc1)OCc1cccc(c1)C#N,1
COc1cc(/C=C/C(=O)N2CCCCCCC2)cc(c1OC)OC,1
N#CCCN1C(=O)[C@H](O)N=C(c2c1ccc(c2)Cl)c1ccccc1F,1
Clc1ccc(c(c1)C(=O)c1ccccc1Cl)N(C(=O)CNC1CC1)C,1
N#Cc1ccc2c(c1)C1=C(CCN(CC1)C)c1c(S2)cccc1,1
COc1cc(N)c(cc1C(=O)NC1CCN(CC1)Cc1ccccc1)Cl,1
Clc1cccc(c1/N=C\1/NCCO1)Cl,1
Clc1ccc2c(c1)N(CCCN1CCC(CC1)(C(=O)N)N1CCCCC1)c1ccccc1CC2,1
CN(CCCn1c(=O)n(c2c1ccc(c2)Cl)c1ccccc1)C,1
CCN(CCOC1(CCCCC1)c1ccc(cc1)Cl)CC,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1ccc(c(c1)C(F)(F)F)Cl,1
OCCN1CCN(CC1)CC/C=C\1/c2ccccc2Sc2c1cc(Cl)cc2,1
Clc1cccc(c1)N1CCN(CC1)CCCn1c(=O)[nH]c2c(c1=O)cccc2,1
O=C(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,1
C#CCN(CCCOc1ccc(cc1Cl)Cl)C,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(=O)c1ccc(cc1)Cl,1
CN1CCN(CC1)[C@H]1Cc2ccccc2Sc2c1cc(Cl)cc2,1
CCc1sc2c(c1)C(=NCC(=O)N2C)c1ccccc1Cl,1
ClCSC(=O)C1(OC(=O)CC)[C@@H](C)C[C@@H]2C1(C)C[C@H](O)C1([C@H]2C[C@@H](C2=CC(=O)C=CC12C)F)F,1
CNC(=O)CCN1CCN(CC1)CC/C=C/1\c2ccccc2Sc2c1cc(Cl)cc2,1
CCC12CCN([C@H](C2(C)C)Cc2c1cc(O)cc2)CC1CCC1,1
CC[C@H]1CC(=O)C2C34[C@H]1C(Cc1c4c(O2)c(cc1)OC)N(CC3)CC1CC1,1
OCC(=O)C1(O)[C@@H](C)C[C@@H]2C1(C)C[C@H](O)C1([C@H]2CC(C2=CC(=O)C=CC12C)(F)F)F,1
OCC(=O)C1(O)CC[C@@H]2C1(C)CC[C@H]1[C@@H]2CCC2=CC(=O)CCC12C,1
O=C1CC[C@H](N1C)c1cccnc1,1
CN(CC(=O)C=C1c2ccccc2CCc2c1cccc2)C,1
C[C@@H]1C[C@H](OC(=O)[C@@H]2CCC(=O)N2)CC(C1)(C)C,1
C/C=C/C(=O)N([C@H](C(=O)N(C)C)CC)CC,1
O=C(Nc1ccccc1)OCC1(CCCC1)COC(=O)Nc1ccccc1,1
CN([C@H]1CCc2c(C1)c1ccccc1[nH]2)C,1
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,1
CN(CCC=C1c2ccccc2C=Cc2c1cccc2)C,1
O=CN(/C(=C/1\CCOC(=O)S1)/C)Cc1cnc(nc1N)C,1
NC(=O)C1c2ccccc2CCc2c1cccc2,1
CN(CCOC(=O)CCC1CCCCC1)C,1
OC(C1C[C@@H]1c1ccncc1)(c1ccccc1)c1ccccc1,1
O=C1NC(=O)[C@@H]2C1(C2)c1ccc(cc1)Cl,1
CN(CC(=O)N1c2ccccc2Sc2c1cccc2)C,1
Clc1ccc(cc1)C(c1ccccn1)(C1=NCCN1)O,1
CCCCCCCCCCOc1c(OC)cc(cc1OC)C(=O)N,1
Clc1ccc2=NC(=O)CN(C(=c2c1)c1ccccc1)O,1
CCCCn1c(=O)c2n(cnc2n(c1=O)CCCC)CC(=O)C,1
O=C1C=CC2(C(=C1)CC[C@@H]1[C@@H]2[C@@H](O)CC2([C@H]1CCC2(O)C(=O)C)C)C,1
OCCOCn1cnc2c1nc(N)nc2,1
O=C1C=CC2(C(=C1)CC[C@@H]1C2(F)[C@@H](O)CC2([C@H]1CC(C2(O)C(=O)C)O)C)C,1
